such O O
a O O
bright O O
, O O
fresh O O
take B-LABEL B-LABEL
on I-LABEL O
the I-LABEL O
fantasy I-LABEL O
vaguely I-LABEL B-LABEL
Greek I-LABEL I-LABEL
universe I-LABEL I-LABEL
. O O

This B-LABEL B-LABEL
is O O
SO O O
AWESOME O O
. O O

I've O O
always O O
wanted O O
to O O
believe O O
some O O
other O O
version O O
of O O
their O O
relationship's O O
beginning O O
, O O
and O O
I O O
just O O
adore O O
the O O
way B-LABEL B-LABEL
you've I-LABEL I-LABEL
written I-LABEL B-LABEL
it O O
here O O
, O O
it B-LABEL O
develops I-LABEL B-LABEL
very O O
naturally O O
. O O

The O O
moment O O
I O O
read O O
the O O
story O O
when O O
Dionysus O B-LABEL
and O I-LABEL
Ariadne O I-LABEL
fell O I-LABEL
in O I-LABEL
love O I-LABEL
with O I-LABEL
each O I-LABEL
other O I-LABEL
in O I-LABEL
Percy O B-LABEL
Jackson O I-LABEL
, O O
and O O
the O O
sole O O
reason O O
he B-LABEL O
hates O O
demigods O O
, O O
I O O
knew O O
he'd O O
be O O
one O O
of O O
my O O
favorite O O
. O O

Hilarious O O
little B-LABEL O
moments I-LABEL B-LABEL
in O O
poor O O
Heph's O B-LABEL
forge O O
the O O
hammer O O
and O O
the O O
tongs O O
. O O
. O O
. O O
that O O
moment O O
really O O
felt O B-LABEL
like O O
bits O O
of O B-LABEL
the O O
game O O
. O O

Medea B-LABEL B-LABEL
is O O
a O O
very O O
complicated O O
, O O
complex O O
character B-LABEL B-LABEL
and O O
you O O
portrayed B-LABEL B-LABEL
her O I-LABEL
so O O
beautifully O O
. O O

I O O
love O O
this O B-LABEL
, O O
the O O
totality B-LABEL B-LABEL
of I-LABEL I-LABEL
Zeus' I-LABEL I-LABEL
claim I-LABEL I-LABEL
on I-LABEL I-LABEL
Ganymede I-LABEL I-LABEL
, O O
how O O
utterly O O
he O O
owns O O
him O O
. O O

Everything B-LABEL O
about I-LABEL O
this I-LABEL O
story I-LABEL B-LABEL
is O O
what O O
I O O
want O O
for O O
them O O
. O O

This B-LABEL B-LABEL
is O O
glorious O O
, O O
rich O O
with O O
the O O
symbolism B-LABEL B-LABEL
of I-LABEL O
true I-LABEL B-LABEL
myth I-LABEL I-LABEL
. O O

Love O O
the O O
way O O
his B-LABEL B-LABEL
darker I-LABEL I-LABEL
streak I-LABEL I-LABEL
came O I-LABEL
through O I-LABEL
even O O
with O O
his O O
kindness B-LABEL B-LABEL
towards O I-LABEL
Harry O I-LABEL
. O O

They're O O
much O O
much O O
better O O
. O O
I O O
loved O O
how O O
you O O
wrote B-LABEL B-LABEL
the O O
children B-LABEL B-LABEL
, O O
all O O
similar O O
to O O
each O O
other O O
and O O
their O O
parents O O
, O O
yet O O
so O O
different O O
and O O
adorable O O
. O O

Wandering O O
around O O
the O O
OUaT O O
fandom B-LABEL O
, O O
I O O
stumbled O O
here O O
from O O
one O O
of O O
your O O
Rumbelle B-LABEL B-LABEL
stories O O
. O O
. O O
. O O
you're O O
one O O
of O O
my O O
favorite O O
writers B-LABEL B-LABEL
by O O
the O O
by O O
, O O
and O O
I O O
was O O
excited O B-LABEL
to O O
see O O
this B-LABEL B-LABEL
, O O
Hades B-LABEL B-LABEL
Persephone I-LABEL I-LABEL
had O O
always O O
been O O
my O O
ship O O
before O O
I O O
ever O O
knew O O
there O O
was O O
such O O
a O O
thing O O
as O O
shipping O O
. O O

The O O
story B-LABEL B-LABEL
is O O
so O O
sweet O O
and O O
the O O
art O B-LABEL
is O O
beautiful B-LABEL O
! O O

I O O
m O O
fucking O O
addicted O O
to O O
this O O
story B-LABEL B-LABEL
. O O

AAAAAAAAA B-LABEL B-LABEL
thank O O
you O O
for O O
writing O O
this O O
! O O
! O O
! O O

This B-LABEL B-LABEL
is O O
really O O
a O O
gem O O
. O O

And O O
, O O
ha O O
again O O
, O O
the O O
3 B-LABEL B-LABEL
, I-LABEL I-LABEL
000 I-LABEL I-LABEL
year I-LABEL I-LABEL
old I-LABEL I-LABEL
sandals I-LABEL I-LABEL
! O O

Darkness B-LABEL B-LABEL
tendril I-LABEL I-LABEL
play I-LABEL I-LABEL
, O O
that O O
is O O
just O O
wonderful O O
. O O

I O O
kind O O
of O O
wish O O
Persephone O B-LABEL
had O O
stayed O O
, O O
but O O
this O O
seems O O
very O O
in O O
keeping O O
with O O
how B-LABEL O
we I-LABEL O
see I-LABEL O
her I-LABEL B-LABEL
portrayed I-LABEL I-LABEL
in I-LABEL O
the I-LABEL O
musical I-LABEL O
. I-LABEL O

For O O
some O O
reason O O
, O O
it O B-LABEL
felt B-LABEL B-LABEL
awkward O O
and O O
I O O
told O O
myself O O
''not O O
everyone O O
is O O
in O O
love O O
with O O
Patroclus O B-LABEL
you O O
idiot'' O O
I O O
have O O
a O O
thing O O
to O O
make O O
my O O
favorite O B-LABEL
characters B-LABEL I-LABEL
the O I-LABEL
main O B-LABEL
characters B-LABEL I-LABEL
and O O
make O O
them O O
op O B-LABEL

Okay O O
so O O
I O O
read B-LABEL O
this O O
chapter O B-LABEL
during O O
an O O
insomnia O O
binge O O
at O O
like O O
3am O O
last O O
night O O
and O O
I O O
just O O
spent O O
like O O
20 O O
minutes O O
trying O O
to O O
find O O
the O O
right O O
chapter O B-LABEL
to O O
leave O O
this O O
comment O O
on O O
because O O
I've O O
been B-LABEL O
thinking I-LABEL O
about I-LABEL O
it I-LABEL O
all I-LABEL O
day I-LABEL O
Petition O O
to O O
rename O O
fortune O O
cookies O O
to O O
Oracle O O
Cookies O O

you O O
ve O O
got O O
me O O
to O O
thinking O O
about O O
women O B-LABEL
s O I-LABEL
anger O I-LABEL
and O I-LABEL
heroism O I-LABEL
in O I-LABEL
greek O I-LABEL
mythology O I-LABEL
now O O
, O O
and O O
it O O
s O O
rare O O
that O O
fanworks O O
really O O
pose O O
those O O
questions O O
. O O
i O O
hope O O
you O O
know O O
that O O
this B-LABEL B-LABEL
is O O
perfection O O
and O O
i O O
m O O
so O O
glad O O
i O O
was O O
able O O
to O B-LABEL
read B-LABEL B-LABEL
it O O
. O O

It O O
is O O
interesting O O
to O O
see O O
some O O
of O O
their O O
lives B-LABEL O
outside O O
the O O
big O O
events O O
they O O
are O O
directly O O
involved O O
in O O
. O O

This O B-LABEL
is O O
so B-LABEL O
original I-LABEL O
if O O
I O O
hadn't O O
known O O
already O O
that O O
it O O
was O O
based O O
on O O
the O O
Cupid O B-LABEL
Psyche O I-LABEL
myth O I-LABEL
I O O
would O O
never O O
have O O
guessed O O
! O O

NOT O B-LABEL
MY B-LABEL I-LABEL
BABY I-LABEL I-LABEL
DORITO O I-LABEL
! O O

I O O
like O O
Riordan's B-LABEL B-LABEL
Apollo I-LABEL I-LABEL
but O O
I've O O
always O O
felt O O
that O O
he O O
should've O O
been O O
more O O
, O O
especially O O
because O O
of O O
all O O
the O O
myths O O
. O O

I O O
really B-LABEL B-LABEL
, I-LABEL O
really I-LABEL O
enjoyed I-LABEL O
this B-LABEL B-LABEL
. O O

lots B-LABEL B-LABEL
of I-LABEL I-LABEL
emotions I-LABEL I-LABEL
i I-LABEL O
can I-LABEL O
t I-LABEL O
articulate I-LABEL O
but O O
! O O
! O O
! O O

It's O O
too O O
real O O
Loved O O
it B-LABEL B-LABEL

But O O
it O B-LABEL
drew O I-LABEL
your O I-LABEL
blood O I-LABEL
all O O
the O O
same O O
. O O
Is O O
so O O
incredibly O B-LABEL
powerfulLove O I-LABEL
itt B-LABEL B-LABEL

Cheating O B-LABEL
all O O
the O O
way O O
. O O
I O O
wonder O O
if O O
the O O
heroes O O
will O O
ever O O
review O O
the O O
campaign O O
from O O
the O O
masters' O O
sides O O
. O O

And O O
Hades B-LABEL B-LABEL
, O O
I O O
love O O
this O O
version B-LABEL B-LABEL
of I-LABEL I-LABEL
him I-LABEL I-LABEL
, O O
so O B-LABEL
stoic O B-LABEL
, O I-LABEL
duty O B-LABEL
bound O I-LABEL
, O O
totally O B-LABEL
okay O I-LABEL
with O O
being O B-LABEL
Persephone's O B-LABEL
consort O I-LABEL
. O O

This B-LABEL B-LABEL
was O O
so O O
beautiful O O
and O O
heartbreaking O B-LABEL
! O O
! O O

This O O
fic B-LABEL B-LABEL
is O O
just O O
so B-LABEL O
heartwarmingly I-LABEL B-LABEL
sad I-LABEL I-LABEL
, O O
I O O
don O O
t O O
know O O
how O O
to O O
describe O O
it B-LABEL O
it B-LABEL O
s O O
just O O
so O O
good O O
and O O
tragic O O
yet O O
still O O
uplifting O O
in O O
a O O
way O O
like O O
oh B-LABEL B-LABEL
my I-LABEL I-LABEL
god I-LABEL I-LABEL
it B-LABEL B-LABEL
is O O
so O O
good O O
I O O

The O O
detail B-LABEL B-LABEL
was O O
just O O
AMAZING O O
! O O

Maybe O O
Potter O B-LABEL
Wilson O I-LABEL
as O O
her O O
new O O
last O O
name O O
. O O
glad O O
that O O
Harry B-LABEL B-LABEL
was I-LABEL O
able I-LABEL O
to I-LABEL O
find I-LABEL O
her I-LABEL O
, O O
maybe O O
they O O
will O O
blood O O
adopt O O
her O O

this B-LABEL B-LABEL
is O O
so O O
heart O O
wrenchingly O O
beautiful O O
. O O
. O O
. O O

Yay B-LABEL B-LABEL
! I-LABEL O

This O O
was O O
a O O
very O O
nice O O
story B-LABEL B-LABEL
. O O

Oh O B-LABEL
oh O I-LABEL
oh O I-LABEL
. O O
. O O
. O O
. O O
the O O
poetry B-LABEL B-LABEL
in O O
this O O
is O O
stunning O O
, O O
the O O
prose B-LABEL B-LABEL
is O O
so O O
lovely O O
and O O
evocative O O
. O O

you've O O
found O O
such O O
a O O
lovely O O
middle O B-LABEL
ground O I-LABEL
, O O
between O O
soft O O
and O O
harsh O O
, O O
innocent O O
and O O
pure O O
love B-LABEL B-LABEL
between I-LABEL O
them I-LABEL O
and O O
also O O
the O O
completely O O
not O O
innocent O O
parts O O
of O O
who O O
they O O
are O O
. O O

PS O O
This O O
is O O
a O O
constant O O
bafflement O O
to O O
me O O
but O O
HOW O O
COME O O
YOU O O
DO O O
NOT O O
HAVE O O
MORE O O
KUDOS B-LABEL O
AND O O
COMMENTERS B-LABEL O
? O O
? O O
! O O
! O O
! O O
? O O

Thank O O
you O O
for O O
writing O O
this O O

This B-LABEL B-LABEL
was O O
absolutely O O
incredible O O
. O O

It O O
all O O
fits O B-LABEL
totally O B-LABEL
in B-LABEL I-LABEL
character I-LABEL I-LABEL
to O O
how O B-LABEL
I O I-LABEL
see O I-LABEL
him O I-LABEL
. O O

Most O O
of O O
all O O
, O O
every B-LABEL B-LABEL
line I-LABEL B-LABEL
about O I-LABEL
Shouto O B-LABEL
falling O I-LABEL
asleep O I-LABEL
, O I-LABEL
of O I-LABEL
finding O I-LABEL
sleep's O I-LABEL
soft O I-LABEL
embrace O I-LABEL
, O O
is O O
so O O
bittersweet O O
and O O
so O O
beautiful O O
and O O
oooff B-LABEL B-LABEL
I O O
just O O
want O O
them O O
to O O
find O O
each O O
other O O
again O O
. O O

This B-LABEL B-LABEL
is O O
so O O
great O O
, O O
thank O O
you O O
so O O
much O O
for O O
writing O O
a O O
fic O B-LABEL
for O O
me O O
! O O

He B-LABEL B-LABEL
is O O
so B-LABEL O
soft I-LABEL O
for I-LABEL B-LABEL
her I-LABEL I-LABEL
and O O
I O O
love O O
him B-LABEL B-LABEL
so O O
much O O

The O O
hollowness O B-LABEL
that O I-LABEL
had O I-LABEL
become O I-LABEL
a O I-LABEL
part O I-LABEL
of O I-LABEL
me O I-LABEL
Oh B-LABEL B-LABEL
, I-LABEL O
honey I-LABEL O
. O O

gardener B-LABEL O
achilles I-LABEL B-LABEL
omg O O
too O O
cute O O
3333 B-LABEL B-LABEL
thanks O O
for O O
breaking B-LABEL B-LABEL
my I-LABEL I-LABEL
heart I-LABEL I-LABEL
but I-LABEL O
then I-LABEL O
slowly I-LABEL O
picking I-LABEL O
up I-LABEL O
the I-LABEL O
pieces I-LABEL O
and I-LABEL O
healing I-LABEL O
it I-LABEL O
with O O
your O O
godsend O O
fic B-LABEL B-LABEL
. O O
if O O
I O O
m O O
being O O
honest O O
I O O
m O O
a O O
little O O
curious O O
with O O
how B-LABEL O
the I-LABEL O
whole I-LABEL B-LABEL
time I-LABEL I-LABEL
travel I-LABEL I-LABEL
thing I-LABEL I-LABEL
worked I-LABEL I-LABEL
but O O
ehhh O B-LABEL
i O O
loved O O
the O O
fic B-LABEL B-LABEL
anyway O O
! O O
! O O
! O O
! O O

Why O O
aren O B-LABEL
t O O
they O B-LABEL
coming O I-LABEL
for O I-LABEL
me O I-LABEL
, O O
Sophia B-LABEL B-LABEL
? O O

And O O
I O O
loved O O
fluff B-LABEL B-LABEL
! O O
! O O
! O O
! O O
! O O

Oh B-LABEL B-LABEL
dear I-LABEL I-LABEL
, O O
this B-LABEL B-LABEL
is O O
gold O O
. O O

The O O
fact O O
that O O
Aphrodite B-LABEL B-LABEL
thought I-LABEL I-LABEL
nothing I-LABEL I-LABEL
of I-LABEL I-LABEL
Ares' I-LABEL B-LABEL
threats I-LABEL I-LABEL
is O O
hilarious O O
. O O

There's O O
a O O
nice O O
symmetry B-LABEL B-LABEL
at O O
the O O
beginning O O
and O O
end O O
of O O
the O O
story O O
of O O
Ariadne O O
going O O
to O O
Naxos O O
and O O
returning O O
to O O
the O O
Labyrinth O O
. O O
The O O
scene B-LABEL B-LABEL
where O O
Ariadne O B-LABEL
finds O O
the O O
bones O O
of O O
the O O
Minotaur's O O
victims O O
is O O
nicely B-LABEL O
creepy I-LABEL O
. O O

Icarus O B-LABEL
still O O
does O O
, O O
but O O
you O O
really B-LABEL O
get I-LABEL O
across I-LABEL O
the O O
glory O O
of O O
the O O
fact O O
that O O
he B-LABEL O
flew I-LABEL O
at O O
all O O
. O O

HADESSSSSWhat O B-LABEL
a O O
great O O
follow O B-LABEL
up O O
story B-LABEL B-LABEL
. O O

There O O
will O O
also O O
be O O
a O O
link O O
to O O
the O O
original O O
that O O
is O O
, O O
to O O
your O O
work B-LABEL O
. O O

For O O
taking O O
your O O
time O O
to O O
indulge O O
us O O
in O O
this B-LABEL O
goodness O B-LABEL
. O O

It O O
also O O
helps O O
that O O
Persephone B-LABEL B-LABEL
has O O
a O O
delightful O O
and O O
wicked O O
sense O O
of O B-LABEL
humor O I-LABEL
, O O
and O O
obviously O O
relishes O B-LABEL
the O O
duties O B-LABEL
and O I-LABEL
life O I-LABEL
of O I-LABEL
the O I-LABEL
underworld O I-LABEL
. O O

This O O
is O O
the O O
kind O O
of O O
line B-LABEL O
I O O
carry O O
around O O
in O O
my O O
head O O
. O O

The O O
scene B-LABEL B-LABEL
between O I-LABEL
Medea B-LABEL B-LABEL
and I-LABEL I-LABEL
Glauce I-LABEL I-LABEL
was O O
seriously O O
hot O O
. O O

Interesting O O
tidbits B-LABEL B-LABEL
need O O
to O O
be O O
developed O O
! O O

Holy B-LABEL B-LABEL
shit I-LABEL I-LABEL
I O O
just O O
found O O
this O O
? O O
? O O
? O O

It O O
adds O O
the O O
weightiness O O
of O O
them O B-LABEL
being O O
, O O
y'know O O
, O O
gods B-LABEL B-LABEL
, O O
that O O
you O O
don't O O
see O O
a O O
lot O O
, O O
even O O
in O O
comic O O
. O O

so O O
very O O
much O O
. O O
they B-LABEL O
are O O
just O O
so O O
clever O O
and O O
also O O
they B-LABEL O
make B-LABEL B-LABEL
me I-LABEL I-LABEL
feel I-LABEL I-LABEL
all I-LABEL I-LABEL
the I-LABEL I-LABEL
feelings I-LABEL I-LABEL
? O O

The O O
descriptions B-LABEL B-LABEL
, I-LABEL O
the I-LABEL O
actual I-LABEL O
plot B-LABEL B-LABEL
lines I-LABEL I-LABEL
, I-LABEL O
all I-LABEL O
of I-LABEL O
it I-LABEL O
. O O

I O O
very O O
much O O
love O O
how B-LABEL O
you I-LABEL O
gave I-LABEL O
Psyche I-LABEL B-LABEL
more I-LABEL I-LABEL
personality I-LABEL I-LABEL
and I-LABEL O
connected B-LABEL B-LABEL
her I-LABEL I-LABEL
story I-LABEL I-LABEL
with I-LABEL I-LABEL
Theseus I-LABEL B-LABEL
and I-LABEL O
Ariadne I-LABEL B-LABEL
and I-LABEL I-LABEL
Dionysus I-LABEL I-LABEL
they O O
are O O
in O O
the O O
same O O
universe B-LABEL O
, O O
after O O
all O O
. O O

It B-LABEL B-LABEL
really O O
was O O
, O O
truly O O
, O O
spectacular O O
! O O

I O O
admire B-LABEL B-LABEL
you O O
the O O
most O O
and O O
for O O
sure O O
will O O
forever O O
and O O
ever O O
remember O O
this O O
as O O
one O O
of O O
my O O
favourite O O
stories B-LABEL B-LABEL
of O O
them O O
! O O
! O O

When O O
I O O
realised O O
that O O
he O O
could O O
have O O
revived O O
his O O
mom O O
and O O
I O O
cried B-LABEL B-LABEL
cause O I-LABEL
they O O
burned O B-LABEL
her O I-LABEL
to O I-LABEL
ashes O O
and O O
it O O
just O O
ohmygod B-LABEL B-LABEL
all B-LABEL I-LABEL
the I-LABEL I-LABEL
tears I-LABEL I-LABEL
man I-LABEL I-LABEL
so I-LABEL B-LABEL
much I-LABEL I-LABEL
tears I-LABEL I-LABEL
and I-LABEL I-LABEL
pain I-LABEL I-LABEL
but I-LABEL O
still I-LABEL O
there's I-LABEL O
like I-LABEL O
fluff I-LABEL B-LABEL
and I-LABEL O
stuff I-LABEL O
and O O
just O O
THANK O O
YOU O O
FOR O O
SHARING O O
THIS O O
STORY B-LABEL B-LABEL
! O O

Okay O O
that B-LABEL B-LABEL
was O O
super O O
cute O O
. O O
. O O
. O O
? O O

You O O
manage O O
to O O
intertwine B-LABEL B-LABEL
original I-LABEL B-LABEL
lores I-LABEL I-LABEL
and I-LABEL I-LABEL
myths I-LABEL I-LABEL
so O O
well O O
into O O
your O O
story B-LABEL B-LABEL
, O O
it O O
is O O
really O O
a O O
joy O O
to B-LABEL B-LABEL
read I-LABEL I-LABEL
and O O
easy O O
to O O
believe B-LABEL O
that O O
this O O
is O O
the O O
one B-LABEL O
true I-LABEL O
history I-LABEL B-LABEL
! O O

I O O
don't O O
have O O
time O O
to O O
finish O O
reading O O
this O O
right O O
now O O
as O O
I O O
need O O
to O O
go O O
Do O O
Christmas O O
, O O
but O O
I O O
just O O
had O O
to O O
let O O
you O O
know O O
how O O
madly O O
I'm O O
in O O
love O O
with O O
it B-LABEL B-LABEL
already O O
. O O

And O O
the O O
part O B-LABEL
where O O
she O B-LABEL
is O I-LABEL
out O I-LABEL
in O I-LABEL
the O I-LABEL
garden O I-LABEL
sounds B-LABEL O
so O O
pretty O O
and O O
all B-LABEL B-LABEL
of I-LABEL O
this I-LABEL O
is O O
amazin O O

Brilliant O O
chapter B-LABEL B-LABEL
as O O
always O O
, O O
but O O
can't O O
wait O O
to O O
see O O
what O O
happening O O
with O O
Bats O O
. O O

A O O
wonderful O O
observation B-LABEL B-LABEL
. O O

Really B-LABEL B-LABEL
well I-LABEL I-LABEL
done I-LABEL I-LABEL
, O O
amazing B-LABEL B-LABEL
! O O

Also O O
loved O O
the O O
Achilles's B-LABEL B-LABEL
feelings I-LABEL I-LABEL
about I-LABEL I-LABEL
modern I-LABEL I-LABEL
world I-LABEL I-LABEL
, O O
though O O
he O O
had O O
problem O O
considering O O
he O O
worked O O
on O O
Turkey O O
and O O
only O O
knew O O
English O O
and O O
Greek O O
. O O

And O O
I'm O O
glad O O
they O B-LABEL
got O I-LABEL
their O I-LABEL
happy B-LABEL B-LABEL
ending I-LABEL I-LABEL
! O O

Like O O
why O O
aren't O O
there O O
more O O
Greek O B-LABEL
mythology O I-LABEL
au's O O
this O O
good O O
already O O
. O O

Nice O O
story B-LABEL B-LABEL
! O O

You O O
have O O
a O O
gift O O
of O O
words B-LABEL B-LABEL
, O O
my O O
friend O O
. O O

oh B-LABEL B-LABEL
my I-LABEL I-LABEL
god I-LABEL I-LABEL
thank O O
you O O
so O O
much O O
for O O
giving O O
us O O
this B-LABEL O
gift B-LABEL O
i O O
love O O
big B-LABEL B-LABEL
dumb I-LABEL I-LABEL
idiots I-LABEL I-LABEL
falling I-LABEL B-LABEL
in I-LABEL I-LABEL
love I-LABEL I-LABEL
and O I-LABEL
not O I-LABEL
realizing O I-LABEL
it O I-LABEL
this B-LABEL B-LABEL
was O O
so O O
well O O
written B-LABEL B-LABEL
and O O
great O O
! O O
! O O
! O O

It B-LABEL B-LABEL
was O O
so O O
gentle O O
and O O
beautiful O O
, O O
and O O
though O O
it O B-LABEL
made B-LABEL B-LABEL
me I-LABEL I-LABEL
sad I-LABEL I-LABEL
, O O
I O O
m O O
glad O O
I O B-LABEL
read B-LABEL I-LABEL
it O I-LABEL
. O O

Also O O
your O O
writing B-LABEL B-LABEL
just O O
evokes O O
that O O
mythical B-LABEL B-LABEL
feel I-LABEL I-LABEL
and O O
is O O
so O O
wonderful O O
? O O
? O O
? O O

WAHHH B-LABEL B-LABEL
this B-LABEL B-LABEL
is O O
so O O
cute O O
loved O O
the O O
little B-LABEL O
flashbacks I-LABEL B-LABEL
of I-LABEL O
Pat B-LABEL B-LABEL
Achilles I-LABEL I-LABEL
, O O
and O O
of O O
course O O
Paris B-LABEL B-LABEL
and I-LABEL I-LABEL
Menelaus I-LABEL I-LABEL
date I-LABEL B-LABEL
33 O I-LABEL

This B-LABEL B-LABEL
was O O
delightful O O
! O O

I O O
mean O O
, O O
c'mon O O
everyone O O
, O O
her O O
mother O O
was O O
a O O
feaking O O
nightmare O O
who O O
treated O O
her O O
like O O
a O O
childNow O O
she's O O
a O O
badass O O
loved O B-LABEL
queen O I-LABEL
, O O
soLONG O O
LIVE O O
THIS O O
SHIP B-LABEL O

I O O
love O O
the O O
nod B-LABEL B-LABEL
to I-LABEL I-LABEL
_Hadestown_ I-LABEL I-LABEL
, O O
and O O
the O O
implied O B-LABEL
parallels O I-LABEL
with O I-LABEL
Orpheus O I-LABEL
. O O

hahahha O B-LABEL
. O O
. O O
i O O
cant O B-LABEL
stop O I-LABEL
laughing O I-LABEL
. O O
. O O
this O O
is O O
the O O
first O O
time O O
that O O
im O O
actually O B-LABEL
laughing B-LABEL I-LABEL
my I-LABEL I-LABEL
ass I-LABEL I-LABEL
off I-LABEL I-LABEL
for O O
a O O
achilles O B-LABEL
patroclus O I-LABEL
fic O B-LABEL
. O O
. O O
. O O
my B-LABEL B-LABEL
god I-LABEL I-LABEL
whats O O
wong O O
with O O
me O O
. O O
. O O
that O O
too O O
for O O
unfaithful O O
'nekro O O
bondage O O
sex' O O
lol O O
. O O
. O O
to O O
funny B-LABEL B-LABEL
. O O
. O O
and O O
thanks O O

Lots B-LABEL O
of I-LABEL O
love I-LABEL O

HNNNG B-LABEL B-LABEL
. O O

I B-LABEL O
want I-LABEL B-LABEL
to I-LABEL I-LABEL
cry I-LABEL I-LABEL
, B-LABEL O
this B-LABEL B-LABEL
made B-LABEL B-LABEL
me I-LABEL I-LABEL
pretty I-LABEL O
much I-LABEL O
as I-LABEL B-LABEL
happy I-LABEL I-LABEL
as I-LABEL O
the I-LABEL O
show B-LABEL O
. O O

Ohhh B-LABEL B-LABEL
I'm O O
gonna O O
need O O
more O O
popcorn O O
while O O
reading O O
this O O
story O B-LABEL
. O O

I'm O O
a O O
sucker O O
for O O
stories B-LABEL B-LABEL
of I-LABEL I-LABEL
the I-LABEL I-LABEL
resistance I-LABEL I-LABEL
and O O
this B-LABEL O
delivered O O
. O O

Damn B-LABEL B-LABEL
that B-LABEL B-LABEL
was O O
interesting O O
, O O
in O O
a O O
positive O O
way O O
O O B-LABEL
! O O

Hi O O
this B-LABEL B-LABEL
is O O
legit O O
everything O O
I O O
ve O O
ever O O
wanted O O
, O O
you O O
are O O
AMAZING B-LABEL B-LABEL
. O O

And O O
I O O
m O O
very B-LABEL O
excited I-LABEL B-LABEL
too O O
see O O
Helios B-LABEL B-LABEL
speak I-LABEL I-LABEL
with I-LABEL I-LABEL
Medea I-LABEL B-LABEL
! O O

I O O
make O O
sure O O
to O O
comment O O
every O O
time O O
I O O
come O O
here O O
to O O
read O O
and O O
you O O
deserve B-LABEL O
more I-LABEL O
likes I-LABEL O
and I-LABEL O
comments I-LABEL O
c O O
I O O
hope O O
you O O
enjoy O O
writing O B-LABEL
this O O
as O O
much O O
as O O
I O O
do O O
reading B-LABEL B-LABEL
it O O
! O O

Well B-LABEL O
done I-LABEL B-LABEL
. O O

The O O
first O B-LABEL
chapter O I-LABEL
feels O O
like O O
ages O O
ago O O
since O O
I've O O
read O O
it O O
and O O
now O O
that O O
we're O O
here O O
at O O
the O O
end O O
I B-LABEL O
can't I-LABEL O
help I-LABEL O
but I-LABEL O
tear I-LABEL B-LABEL
up I-LABEL I-LABEL
. O O

Agamemnon B-LABEL B-LABEL
is O O
just O O
pure O O
evil O O
, O O
but O O
Menelaus B-LABEL B-LABEL
is O O
just O O
that O O
sly O O
, O O
cunning O O
, O O
under O O
your O O
face O O
kind O O
of O O
evil O O
. O O

I O O
love O O
your O O
writing B-LABEL B-LABEL
here O O
, O O
it's O O
like B-LABEL O
it's I-LABEL O
from I-LABEL O
a I-LABEL O
Madeline I-LABEL B-LABEL
Miller I-LABEL I-LABEL
book I-LABEL O
I O O
haven't O O
yet O O
read O O
. O O

imagery B-LABEL B-LABEL
, O O
and O O
such O O
a O O
satisfying O O
turn B-LABEL B-LABEL
of I-LABEL I-LABEL
thought I-LABEL I-LABEL
. O O
And O O
the O O
way O O
a O O
paw O O
lifts O O
evokes O O
the O O
dog O O
, O O
Cerberus O O
in O O
all O O
his O O
glory O O
, O O
and O O
I O O
love O O
the O O
expansiveness B-LABEL B-LABEL
of O I-LABEL
Hecate's O I-LABEL
. O O
3 B-LABEL B-LABEL
And O O
Eos's O B-LABEL
it's O O
so O O
bright O O
and O O
happy O O
. O O
3 B-LABEL B-LABEL

Most O O
memorable O O
bits O B-LABEL
the O O
Moon B-LABEL B-LABEL
landing I-LABEL I-LABEL
scene I-LABEL I-LABEL
, O O
and O O
the O O
line B-LABEL B-LABEL
where O O
she O O
regrets O O
not O O
letting O O
herself O O
feel O O
the O O
summer O O
heat O O
, O O
so O O
long O O
ago O O
. O O

FUCK B-LABEL B-LABEL
HIM I-LABEL I-LABEL
UP I-LABEL I-LABEL
, O I-LABEL
BOO B-LABEL I-LABEL
. O O

It O O
was O O
a O O
lovely O O
read B-LABEL B-LABEL
, O O
thank O O
you O O
for O O
writing O O
it O O
. O O

You're O O
right O O
that O O
I O O
never O O
imagined O O
anything O O
quite O O
like O O
this O O
in O O
making O O
my O O
prompts O O
, O O
but O O
I O O
love O O
the O O
progression B-LABEL B-LABEL
of I-LABEL I-LABEL
Persephone I-LABEL B-LABEL
coming O I-LABEL
to O I-LABEL
understand O I-LABEL
her O I-LABEL
marriage O I-LABEL
and O I-LABEL
her O I-LABEL
affection O I-LABEL
in O I-LABEL
the O I-LABEL
context O I-LABEL
of O I-LABEL
how O I-LABEL
she O I-LABEL
came O I-LABEL
to O I-LABEL
be O I-LABEL
married O I-LABEL
to O I-LABEL
Hades O I-LABEL
. O O
This B-LABEL B-LABEL
is O O
wonderfully O B-LABEL
imaginative O I-LABEL
and O O
I O O
am O O
very O B-LABEL
grateful O I-LABEL
for O O
it O O
. O O

I O O
really O O
like O O
where O B-LABEL
you O I-LABEL
are O I-LABEL
going O I-LABEL
with O O
this B-LABEL B-LABEL
! O O

Will O O
you O O
write O O
me O O
a O O
short O O
story O O
about O O
hades B-LABEL B-LABEL
and I-LABEL I-LABEL
persephone I-LABEL I-LABEL
set B-LABEL O
in I-LABEL O
a I-LABEL O
high I-LABEL O
school I-LABEL O
